Customer ID,Date,Subtotal,Country
649,7/3/2008,52.45,Czech Republic
650,7/4/2008,27.25,Czech Republic
651,7/5/2008,32.35,Czech Republic
652,7/6/2008,64.35,Czech Republic
654,7/8/2008,19.1,Czech Republic
655,7/9/2008,55.55,United Kingdom
656,7/9/2008,77.1,Czech Republic
660,7/10/2008,55.5,Czech Republic
661,7/10/2008,47.7,Czech Republic
662,7/11/2008,104.9,Czech Republic
665,7/11/2008,53.35,Czech Republic
666,7/12/2008,23,Czech Republic
667,7/12/2008,59.5,Czech Republic
668,7/12/2008,14.7,Australia
533,7/13/2008,81.95,Czech Republic
669,7/13/2008,179.4,New Zealand
566,7/13/2008,100.95,Czech Republic
670,7/13/2008,104.15,Czech Republic
671,7/14/2008,13.9,Slovakia
672,7/14/2008,58.2,Czech Republic
673,7/15/2008,337.98,Iceland
674,7/16/2008,58.1,Czech Republic
677,7/18/2008,90.9,Czech Republic
679,7/19/2008,97.25,Czech Republic
681,7/20/2008,47.35,Czech Republic
682,7/20/2008,19.4,Czech Republic
684,7/22/2008,16.9,Czech Republic
685,7/23/2008,53.9,Slovakia
576,7/24/2008,71.2,Czech Republic
658,7/24/2008,22.2,Czech Republic
694,7/27/2008,34.3,Czech Republic
695,7/27/2008,45.25,Czech Republic
663,7/27/2008,79.3,Czech Republic
701,7/29/2008,47.65,Australia
702,7/30/2008,9.25,Czech Republic
703,7/30/2008,93.85,Czech Republic
609,8/1/2008,52.85,Czech Republic
705,8/1/2008,40.4,Czech Republic
708,8/1/2008,63.7,Czech Republic
709,8/1/2008,76.9,Czech Republic
712,8/2/2008,75.2,Czech Republic
717,8/5/2008,97.8,Slovakia
718,8/5/2008,117.6,Slovakia
720,8/6/2008,6.5,Czech Republic
721,8/6/2008,27.75,Slovakia
723,8/7/2008,40.8,Czech Republic
725,8/7/2008,14.2,Czech Republic
726,8/8/2008,143.9,Czech Republic
727,8/8/2008,15.9,Czech Republic
729,8/8/2008,9.5,Czech Republic
731,8/8/2008,22.2,Czech Republic
724,8/9/2008,92.55,Czech Republic
710,8/9/2008,54.5,Czech Republic
732,8/9/2008,92.6,Czech Republic
733,8/9/2008,34.5,Czech Republic
735,8/10/2008,93.2,Czech Republic
737,8/11/2008,37.9,Czech Republic
738,8/11/2008,58.9,Slovakia
740,8/12/2008,109.95,Czech Republic
739,8/12/2008,64.05,Czech Republic
743,8/12/2008,33,Czech Republic
745,8/13/2008,23.5,Czech Republic
746,8/14/2008,22.2,Czech Republic
747,8/14/2008,148,Czech Republic
750,8/15/2008,15.5,Czech Republic
752,8/15/2008,28,Czech Republic
420,8/15/2008,42.6,Czech Republic
755,8/16/2008,5.5,Slovakia
758,8/19/2008,44.5,Czech Republic
761,8/20/2008,43.65,Czech Republic
762,8/21/2008,81.75,Czech Republic
763,8/21/2008,39.9,Czech Republic
537,8/21/2008,46,Czech Republic
767,8/24/2008,16,Czech Republic
768,8/24/2008,13.9,Slovakia
771,8/25/2008,35.1,Slovakia
631,8/25/2008,90.4,Czech Republic
774,8/25/2008,56.9,Czech Republic
775,8/26/2008,47.5,Czech Republic
776,8/26/2008,68.9,Czech Republic
775,8/26/2008,47.5,Czech Republic
777,8/26/2008,35.4,Czech Republic
778,8/26/2008,53.5,Czech Republic
779,8/27/2008,10,Czech Republic
731,8/28/2008,44.7,Czech Republic
781,8/29/2008,32.7,Czech Republic
783,8/29/2008,60.3,Czech Republic
785,8/30/2008,9.6,Australia
394,8/31/2008,53,Czech Republic
786,8/31/2008,24.35,Czech Republic
787,9/1/2008,26.65,Czech Republic
789,9/1/2008,54.3,Slovakia
790,9/2/2008,23.5,Slovakia
758,9/2/2008,38.2,Czech Republic
727,9/2/2008,15.9,Czech Republic
793,9/2/2008,25.8,Czech Republic
674,9/2/2008,50.25,Czech Republic
794,9/3/2008,90.9,Czech Republic
795,9/3/2008,13.9,Czech Republic
796,9/3/2008,4.4,Czech Republic
800,9/5/2008,35.35,Czech Republic
661,9/5/2008,53.95,Czech Republic
801,9/5/2008,24,Czech Republic
805,9/6/2008,12.9,Czech Republic
398,9/7/2008,98.5,Czech Republic
808,9/7/2008,13.2,Slovakia
810,9/7/2008,49.6,Czech Republic
811,9/8/2008,41.2,Czech Republic
741,9/8/2008,50.8,Czech Republic
814,9/8/2008,26.3,Czech Republic
815,9/8/2008,49.15,Czech Republic
816,9/9/2008,7.4,Czech Republic
656,9/9/2008,83.25,Czech Republic
817,9/9/2008,53.2,Czech Republic
818,9/9/2008,166.65,Czech Republic
726,9/10/2008,104.9,Czech Republic
819,9/10/2008,43.9,Czech Republic
764,9/11/2008,19.2,Czech Republic
821,9/11/2008,83.5,Czech Republic
761,9/11/2008,48.75,Czech Republic
820,9/11/2008,36.2,Czech Republic
824,9/11/2008,14.4,Czech Republic
825,9/11/2008,41.2,Czech Republic
827,9/12/2008,32.8,Czech Republic
231,9/12/2008,56.55,Czech Republic
828,9/13/2008,18.05,Czech Republic
822,9/13/2008,28.8,Czech Republic
831,9/13/2008,37,Czech Republic
832,9/14/2008,14.2,Czech Republic
813,9/14/2008,27.1,Czech Republic
836,9/14/2008,57.55,Czech Republic
705,9/15/2008,35,Czech Republic
840,9/16/2008,45,Czech Republic
842,9/16/2008,22.4,Czech Republic
843,9/16/2008,20.95,Czech Republic
609,9/17/2008,51.5,Czech Republic
269,9/17/2008,93.68,Czech Republic
767,9/17/2008,31,Czech Republic
845,9/18/2008,12.6,Czech Republic
849,9/18/2008,2.45,Slovakia
404,9/18/2008,273.9,Czech Republic
847,9/19/2008,51.9,Czech Republic
850,9/20/2008,214.75,Czech Republic
854,9/21/2008,14,Slovakia
846,9/21/2008,34.4,Czech Republic
855,9/21/2008,39.6,Australia
857,9/22/2008,26.4,Czech Republic
858,9/22/2008,22,Czech Republic
851,9/22/2008,130.55,Czech Republic
859,9/22/2008,21.5,Czech Republic
861,9/22/2008,47.7,Czech Republic
863,9/22/2008,21.8,Czech Republic
862,9/22/2008,163.65,Czech Republic
473,9/23/2008,96.5,American Samoa
866,9/23/2008,56.35,Czech Republic
870,9/25/2008,33.3,Czech Republic
871,9/25/2008,26.8,Czech Republic
852,9/27/2008,34.2,Czech Republic
872,9/28/2008,14.2,Slovakia
873,9/28/2008,27.4,Slovakia
875,9/29/2008,81.15,Czech Republic
879,9/30/2008,10.8,Slovakia
882,9/30/2008,47.7,Slovakia
883,9/30/2008,100.8,Czech Republic
887,10/2/2008,33.95,Czech Republic
889,10/2/2008,65.35,Czech Republic
891,10/3/2008,40.65,Czech Republic
425,10/3/2008,40.65,Czech Republic
497,10/3/2008,82.25,Czech Republic
892,10/4/2008,38.6,Czech Republic
893,10/4/2008,67.95,Czech Republic
311,10/5/2008,36,Czech Republic
651,10/5/2008,22.2,Czech Republic
862,10/5/2008,183.5,Czech Republic
894,10/6/2008,160,Czech Republic
897,10/7/2008,27,Slovakia
898,10/7/2008,49.95,Czech Republic
899,10/7/2008,104,Czech Republic
900,10/7/2008,104.55,Czech Republic
901,10/7/2008,36.2,Czech Republic
663,10/8/2008,50.4,Czech Republic
851,10/8/2008,162.65,Czech Republic
691,10/8/2008,158.7,Czech Republic
904,10/8/2008,35.75,Czech Republic
905,10/9/2008,39.2,Czech Republic
798,10/9/2008,29.6,Czech Republic
828,10/9/2008,47.35,Czech Republic
908,10/9/2008,43.3,Czech Republic
910,10/10/2008,106.1,Czech Republic
777,10/10/2008,31.8,Czech Republic
850,10/10/2008,115.55,Czech Republic
911,10/11/2008,39.3,United Kingdom
913,10/11/2008,53.35,Czech Republic
914,10/12/2008,12.5,Czech Republic
916,10/13/2008,45.7,Czech Republic
592,10/13/2008,62.9,Czech Republic
918,10/15/2008,27.8,Czech Republic
920,10/15/2008,36.2,Czech Republic
921,10/15/2008,89.1,Czech Republic
727,10/15/2008,37.8,Czech Republic
922,10/15/2008,131.4,Australia
924,10/16/2008,29.9,Czech Republic
926,10/16/2008,73.3,Czech Republic
404,10/16/2008,69.5,Czech Republic
884,10/17/2008,34.75,Czech Republic
136,10/17/2008,60,Czech Republic
927,10/17/2008,53.7,Czech Republic
928,10/17/2008,45.7,Czech Republic
929,10/18/2008,12.25,Czech Republic
832,10/19/2008,38.4,Czech Republic
931,10/19/2008,64.15,Czech Republic
933,10/19/2008,18.8,Czech Republic
935,10/20/2008,87.75,Czech Republic
930,10/20/2008,24.2,Czech Republic
843,10/20/2008,18.95,Czech Republic
936,10/20/2008,14.1,Czech Republic
937,10/20/2008,20.1,Czech Republic
940,10/22/2008,14.6,Czech Republic
941,10/22/2008,24.8,Czech Republic
939,10/22/2008,46.4,Czech Republic
943,10/22/2008,30.75,Czech Republic
945,10/23/2008,275.35,Czech Republic
947,10/23/2008,27.8,Czech Republic
948,10/24/2008,157.9,Switzerland
950,10/24/2008,189.3,Czech Republic
949,10/24/2008,182.7,Czech Republic
582,10/24/2008,50.05,Czech Republic
919,10/25/2008,197.7,Czech Republic
249,10/25/2008,167.75,Czech Republic
783,10/25/2008,6.3,Czech Republic
956,10/27/2008,65.75,Czech Republic
957,10/27/2008,39.85,Czech Republic
951,10/28/2008,60.2,Czech Republic
959,10/28/2008,42.6,Czech Republic
961,10/28/2008,57.35,Czech Republic
965,10/29/2008,106.45,Czech Republic
967,10/29/2008,69.7,Czech Republic
968,10/29/2008,167.5,Czech Republic
971,10/29/2008,52.5,Czech Republic
888,10/31/2008,31.8,Czech Republic
944,11/1/2008,37.45,Czech Republic
978,11/2/2008,10.6,Czech Republic
980,11/3/2008,18.4,Czech Republic
975,11/4/2008,32.5,Czech Republic
976,11/4/2008,69.8,Czech Republic
983,11/5/2008,47.7,Czech Republic
990,11/6/2008,162.35,Czech Republic
991,11/7/2008,11.65,Czech Republic
821,11/7/2008,20.95,Czech Republic
997,11/9/2008,324.15,Czech Republic
705,11/9/2008,28,Czech Republic
1000,11/10/2008,84.45,Czech Republic
1002,11/10/2008,36.4,Czech Republic
1005,11/11/2008,125.6,Czech Republic
231,11/11/2008,172.2,Czech Republic
1006,11/11/2008,232.5,France
1007,11/11/2008,33.6,Czech Republic
1008,11/11/2008,54.95,Czech Republic
1010,11/11/2008,112,Slovakia
1012,11/12/2008,26.85,Czech Republic
249,11/13/2008,221.55,Czech Republic
730,11/13/2008,31.8,Czech Republic
1016,11/13/2008,63.2,Czech Republic
986,11/14/2008,226,Czech Republic
1017,11/14/2008,29.9,Slovakia
893,11/15/2008,54.1,Czech Republic
979,11/15/2008,53.95,Czech Republic
658,11/16/2008,75.3,Czech Republic
1020,11/17/2008,54.55,Czech Republic
1021,11/18/2008,148.45,Czech Republic
702,11/18/2008,27.75,Czech Republic
1025,11/18/2008,63.6,Czech Republic
1026,11/18/2008,32.3,Czech Republic
1027,11/18/2008,23.9,Czech Republic
926,11/19/2008,31.8,Czech Republic
1030,11/19/2008,66.05,Czech Republic
993,11/19/2008,123.5,Czech Republic
1031,11/19/2008,47.7,Czech Republic
1032,11/19/2008,58.85,Czech Republic
679,11/20/2008,33,Czech Republic
1033,11/20/2008,283,Czech Republic
1035,11/20/2008,27,Czech Republic
1036,11/20/2008,19.2,Australia
1039,11/20/2008,3,Slovakia
992,11/21/2008,95.85,Czech Republic
1040,11/21/2008,12.1,Czech Republic
977,11/22/2008,14,Czech Republic
1045,11/23/2008,58.3,Czech Republic
1046,11/23/2008,37.8,Czech Republic
1047,11/23/2008,9.9,Czech Republic
1050,11/24/2008,353.75,Cyprus
727,11/25/2008,18.5,Czech Republic
1054,11/26/2008,56.8,Slovakia
1055,11/26/2008,24,Czech Republic
851,11/27/2008,89.45,Czech Republic
786,11/27/2008,79,Czech Republic
1058,11/27/2008,15.4,Slovakia
1059,11/27/2008,8.4,Czech Republic
1060,11/28/2008,14,Czech Republic
1061,11/28/2008,24.5,Slovakia
1056,11/28/2008,28.95,Czech Republic
997,11/29/2008,61.15,Czech Republic
1063,11/29/2008,27.3,Czech Republic
1067,11/30/2008,43.4,Czech Republic
238,11/30/2008,52.15,Czech Republic
582,11/30/2008,67.65,Czech Republic
1068,11/30/2008,14,Czech Republic
828,12/1/2008,61.7,Czech Republic
188,12/1/2008,56.1,Czech Republic
732,12/2/2008,26,Czech Republic
651,12/2/2008,14.4,Czech Republic
1070,12/2/2008,74.55,Czech Republic
1072,12/3/2008,31.25,Czech Republic
1075,12/5/2008,59.9,Czech Republic
1076,12/6/2008,62.15,Czech Republic
1078,12/7/2008,62,Czech Republic
818,12/7/2008,133.2,Czech Republic
1082,12/8/2008,55,Czech Republic
1083,12/9/2008,97.45,Australia
1084,12/9/2008,42,Czech Republic
933,12/9/2008,88.4,Czech Republic
1087,12/9/2008,14.2,Czech Republic
1088,12/9/2008,31,Czech Republic
1089,12/9/2008,92.4,South Africa
705,12/10/2008,35,Czech Republic
1081,12/11/2008,86.2,Czech Republic
1093,12/12/2008,31.8,Czech Republic
1095,12/13/2008,7.5,Slovakia
1096,12/13/2008,80.2,Czech Republic
1098,12/14/2008,43.8,Czech Republic
1099,12/14/2008,14.2,Slovakia
1103,12/16/2008,28,Czech Republic
1104,12/17/2008,37.1,Czech Republic
1105,12/17/2008,52.05,Czech Republic
1108,12/18/2008,12.1,Slovakia
472,12/18/2008,46,"France, Metropolitan"
325,12/19/2008,172.35,Czech Republic
1109,12/19/2008,84.85,Czech Republic
1110,12/19/2008,9.25,Czech Republic
569,12/19/2008,31.15,Czech Republic
153,12/19/2008,35.15,Czech Republic
821,12/19/2008,42.1,Czech Republic
787,12/19/2008,35.6,Czech Republic
1111,12/21/2008,15.9,Czech Republic
1112,12/22/2008,68.15,Czech Republic
1113,12/23/2008,31.8,Czech Republic
1114,12/25/2008,23.95,Czech Republic
1116,12/26/2008,14.2,Czech Republic
1120,12/27/2008,36.8,Czech Republic
750,12/29/2008,16.1,Czech Republic
1126,12/31/2008,9.6,Czech Republic
672,1/1/2009,78.1,Czech Republic
1129,1/2/2009,51.7,Czech Republic
1130,1/2/2009,63.3,Czech Republic
1016,1/2/2009,60.3,Czech Republic
852,1/3/2009,6.25,Czech Republic
587,1/4/2009,121,Czech Republic
1133,1/5/2009,33.3,Czech Republic
1137,1/7/2009,48.5,Czech Republic
1138,1/8/2009,18.5,Czech Republic
461,1/8/2009,209.6,Czech Republic
622,1/8/2009,26.9,Czech Republic
1012,1/8/2009,8,Czech Republic
1139,1/9/2009,16.2,Czech Republic
1145,1/11/2009,49.1,Czech Republic
532,1/11/2009,47.8,Czech Republic
1146,1/12/2009,14.9,Czech Republic
1148,1/12/2009,54.65,Czech Republic
1149,1/13/2009,11.85,Czech Republic
1150,1/13/2009,35.7,Czech Republic
1152,1/13/2009,51,Czech Republic
246,1/13/2009,17.2,Czech Republic
1153,1/14/2009,35.2,Czech Republic
1154,1/14/2009,86.65,Czech Republic
1144,1/14/2009,131.8,Czech Republic
1155,1/14/2009,27.8,Czech Republic
1157,1/14/2009,28.95,Czech Republic
1156,1/15/2009,106.4,Czech Republic
1160,1/16/2009,20.1,Czech Republic
1161,1/16/2009,89.25,Czech Republic
1163,1/18/2009,83,Slovakia
990,1/19/2009,238.8,Czech Republic
1121,1/19/2009,80.73,Czech Republic
1170,1/20/2009,114.65,Czech Republic
1171,1/20/2009,11.5,Czech Republic
1172,1/20/2009,82.7,Czech Republic
1173,1/20/2009,183.7,Czech Republic
1174,1/20/2009,82.3,Czech Republic
1175,1/21/2009,16.8,Czech Republic
1179,1/22/2009,51.7,Slovakia
1181,1/23/2009,55.8,Czech Republic
1084,1/23/2009,42,Czech Republic
1183,1/24/2009,73.7,Slovakia
1187,1/25/2009,36.2,Czech Republic
1188,1/26/2009,86.5,Czech Republic
1190,1/27/2009,31.8,Slovakia
1191,1/27/2009,15.9,Czech Republic
1194,1/29/2009,53.8,Czech Republic
1147,1/29/2009,54.7,Czech Republic
1197,1/30/2009,32.8,Slovakia
1198,1/30/2009,41.5,Trinidad and Tobago
1200,1/30/2009,18.6,Slovakia
1203,1/31/2009,19.8,Czech Republic
1204,1/31/2009,28,Slovakia
1205,1/31/2009,46,Czech Republic
1210,2/1/2009,42.5,Czech Republic
1213,2/2/2009,25,Slovakia
1011,2/2/2009,50,Czech Republic
1215,2/3/2009,34.45,Czech Republic
1217,2/3/2009,122.7,Czech Republic
1218,2/4/2009,24.05,Czech Republic
1040,2/4/2009,9.9,Czech Republic
1219,2/5/2009,3.85,Slovakia
1220,2/5/2009,115.65,Czech Republic
1222,2/5/2009,19.4,Slovakia
1223,2/5/2009,27.75,Czech Republic
1225,2/6/2009,36.4,Czech Republic
1166,2/6/2009,88.3,Czech Republic
1226,2/6/2009,13.9,Czech Republic
1230,2/8/2009,15.6,Czech Republic
1231,2/8/2009,6.25,Slovakia
580,2/8/2009,46.05,Czech Republic
1233,2/9/2009,27.8,Slovakia
1235,2/9/2009,27.36,Czech Republic
1236,2/9/2009,29.8,Czech Republic
1228,2/9/2009,28.95,Czech Republic
1238,2/10/2009,72.75,Czech Republic
1239,2/10/2009,86.5,Czech Republic
1240,2/10/2009,63.4,Czech Republic
1241,2/10/2009,33,Slovakia
1243,2/10/2009,31.85,Slovakia
1245,2/11/2009,111.9,Czech Republic
1248,2/12/2009,72.1,Slovakia
1249,2/12/2009,16.4,Czech Republic
1132,2/12/2009,3.45,Slovakia
1251,2/13/2009,151.85,Czech Republic
651,2/15/2009,29.4,Czech Republic
979,2/15/2009,62.3,Czech Republic
1256,2/15/2009,30.25,Slovakia
1218,2/15/2009,21.15,Czech Republic
1257,2/16/2009,30.1,Czech Republic
1260,2/17/2009,86.8,Czech Republic
1263,2/18/2009,181.7,Czech Republic
1265,2/18/2009,43.2,Czech Republic
1264,2/18/2009,113.95,Czech Republic
1266,2/19/2009,37.3,Czech Republic
1232,2/19/2009,37.85,Czech Republic
1269,2/19/2009,115.95,Czech Republic
1271,2/20/2009,36.4,Czech Republic
1272,2/20/2009,14,Slovakia
1274,2/21/2009,159.3,Czech Republic
566,2/21/2009,32.95,Czech Republic
1268,2/21/2009,52.2,Czech Republic
1277,2/22/2009,53.6,Slovakia
1278,2/22/2009,9.25,Slovakia
1279,2/23/2009,53.4,Czech Republic
1237,2/23/2009,106.1,Czech Republic
1280,2/23/2009,14.65,Czech Republic
1281,2/23/2009,24.65,Czech Republic
1284,2/24/2009,253.35,Czech Republic
1287,2/24/2009,47.7,Czech Republic
1288,2/25/2009,19.6,Czech Republic
1282,2/25/2009,125.95,Czech Republic
1290,2/25/2009,25,Czech Republic
1291,2/25/2009,14.2,Slovakia
1294,2/26/2009,66.6,Czech Republic
1296,2/27/2009,74.7,Slovakia
1297,2/28/2009,43.1,Czech Republic
1095,3/1/2009,33.6,Slovakia
1298,3/1/2009,131.76,Czech Republic
1301,3/2/2009,40,Czech Republic
1302,3/2/2009,9.4,Czech Republic
1303,3/2/2009,155.8,Czech Republic
1299,3/2/2009,33.8,Czech Republic
1209,3/3/2009,515.5,Czech Republic
582,3/3/2009,94.45,Czech Republic
1304,3/3/2009,92.9,Czech Republic
1306,3/3/2009,23,Slovakia
1307,3/4/2009,10.85,Czech Republic
1308,3/4/2009,30.78,Czech Republic
1310,3/5/2009,59.95,Czech Republic
1311,3/5/2009,19.9,Czech Republic
1305,3/5/2009,7.4,Slovakia
1312,3/5/2009,19.75,Czech Republic
1314,3/6/2009,73.8,Czech Republic
1316,3/6/2009,64.8,Czech Republic
1319,3/7/2009,43.25,Czech Republic
1320,3/7/2009,95.3,Czech Republic
1321,3/7/2009,62.9,Czech Republic
1322,3/8/2009,51.7,Slovakia
1326,3/8/2009,43.85,Czech Republic
1327,3/8/2009,56.8,Slovakia
827,3/9/2009,23.8,Czech Republic
1332,3/12/2009,30.3,Czech Republic
1333,3/12/2009,52.8,Czech Republic
1167,3/12/2009,68.15,Czech Republic
1313,3/13/2009,22.6,Czech Republic
1334,3/13/2009,48.3,Czech Republic
1335,3/13/2009,152.5,Slovakia
218,3/14/2009,124,Czech Republic
931,3/14/2009,15.15,Czech Republic
1336,3/15/2009,67.7,Slovakia
818,3/15/2009,198.55,Czech Republic
1104,3/15/2009,37.5,Czech Republic
1338,3/16/2009,37.7,Czech Republic
1342,3/16/2009,62.8,Czech Republic
1343,3/16/2009,54.7,Czech Republic
1012,3/18/2009,4,Czech Republic
1347,3/18/2009,28.95,Czech Republic
1040,3/18/2009,41.8,Czech Republic
1348,3/18/2009,67.9,Czech Republic
1350,3/19/2009,136.15,Czech Republic
1352,3/20/2009,158.65,Czech Republic
1353,3/20/2009,33.6,Slovakia
1351,3/23/2009,58.5,Czech Republic
1359,3/23/2009,78,Czech Republic
1361,3/25/2009,41.15,Czech Republic
1365,3/27/2009,70.2,Czech Republic
1082,3/27/2009,63.8,Czech Republic
1366,3/28/2009,8.5,Czech Republic
1273,3/29/2009,157.15,Czech Republic
1182,3/30/2009,43.55,Czech Republic
1368,3/31/2009,24.6,Czech Republic
1274,4/1/2009,32.8,Czech Republic
1365,4/1/2009,42.8,Czech Republic
1342,4/3/2009,35.15,Czech Republic
758,4/3/2009,38.8,Czech Republic
1373,4/4/2009,14.2,Czech Republic
1375,4/4/2009,93.05,Czech Republic
1374,4/4/2009,15.6,Czech Republic
1377,4/5/2009,26.5,Czech Republic
1378,4/5/2009,38.4,Czech Republic
420,4/5/2009,124,Czech Republic
1147,4/6/2009,154.9,Czech Republic
741,4/6/2009,81.5,Czech Republic
1381,4/6/2009,103.85,Czech Republic
1379,4/7/2009,63.6,Czech Republic
1383,4/7/2009,30.5,Czech Republic
1384,4/7/2009,19.4,Czech Republic
1386,4/7/2009,17.2,Slovakia
